customer_id,gender,age,region,signup_date
699,Female,18,Nairobi,16/05/2024
700,Male,34,Eldoret,15/01/2023
701,Female,20,Kisumu,03/10/2024
702,Female,43,Eldoret,19/09/2022
703,Male,32,Eldoret,03/08/2023
704,Female,53,Eldoret,23/12/2022
705,Male,49,Nairobi,29/11/2023
706,Male,49,Nakuru,02/11/2024
707,Female,21,Kisumu,19/03/2023
708,Female,35,Mombasa,27/12/2023
709,Female,36,Nakuru,13/10/2022
710,Female,60,Nairobi,24/07/2023
711,Male,52,Eldoret,19/04/2024
712,Female,57,Mombasa,13/05/2023
713,Male,31,Kisumu,06/12/2023
714,Female,50,Nakuru,16/07/2023
715,Female,31,Nakuru,01/02/2022
716,Female,51,Mombasa,12/02/2022
717,Male,21,Nairobi,13/07/2023
718,Female,41,Kisumu,27/09/2022
719,Female,46,Mombasa,31/07/2024
720,Female,36,Eldoret,08/11/2024
721,Female,23,Kisumu,06/02/2022
722,Male,50,Nakuru,02/04/2022
723,Female,57,Mombasa,04/07/2022
724,Male,36,Nakuru,29/12/2023
725,Male,18,Nakuru,17/11/2024
726,Male,22,Nakuru,07/01/2023
727,Male,44,Nairobi,11/04/2024
728,Male,33,Nakuru,11/12/2022
729,Male,23,Eldoret,19/03/2022
730,Female,57,Eldoret,16/06/2022
731,Male,30,Kisumu,21/09/2022
732,Male,52,Nakuru,25/12/2023
733,Male,36,Nakuru,27/05/2023
734,Female,29,Mombasa,30/07/2023
735,Female,33,Nairobi,23/12/2023
736,Male,60,Kisumu,07/03/2023
737,Female,27,Nakuru,07/02/2024
738,Male,42,Mombasa,08/04/2023
739,Male,37,Nairobi,11/04/2022
740,Female,48,Kisumu,05/11/2024
741,Male,21,Kisumu,01/09/2022
742,Female,61,Nakuru,15/04/2022
743,Female,40,Kisumu,25/11/2023
744,Male,19,Mombasa,06/12/2024
745,Male,39,Kisumu,02/12/2024
746,Female,54,Eldoret,28/03/2024
747,Male,25,Mombasa,09/08/2022
748,Male,24,Nairobi,24/05/2022
749,Male,31,Nairobi,08/06/2024
750,Female,20,Nakuru,17/11/2024
751,Female,33,Nakuru,29/02/2024
752,Male,36,Eldoret,07/07/2023
753,Female,35,Nairobi,23/04/2024
754,Female,33,Nairobi,21/10/2023
755,Female,25,Nairobi,16/04/2024
756,Female,50,Nairobi,15/10/2024
757,Female,29,Kisumu,21/01/2024
758,Male,28,Mombasa,06/09/2022
759,Male,22,Mombasa,14/02/2024
760,Male,44,Eldoret,03/02/2024
761,Female,29,Kisumu,23/11/2023
762,Female,34,Nairobi,30/03/2024
763,Male,23,Nairobi,20/12/2023
764,Female,50,Nakuru,22/08/2022
765,Male,22,Nakuru,24/01/2022
766,Male,45,Eldoret,15/11/2024
767,Male,31,Nairobi,02/10/2024
768,Female,22,Eldoret,06/06/2023
769,Female,50,Kisumu,17/01/2022
770,Male,58,Mombasa,02/09/2022
771,Male,36,Nairobi,19/12/2023
772,Male,39,Kisumu,09/02/2024
773,Male,22,Nairobi,18/12/2023
774,Female,19,Nakuru,28/04/2022
775,Female,47,Eldoret,09/01/2022
776,Male,64,Nakuru,21/08/2023
777,Male,56,Mombasa,23/01/2022
778,Female,21,Nakuru,28/08/2022
779,Female,50,Nairobi,27/01/2022
780,Male,30,Nakuru,10/09/2024
781,Male,37,Nairobi,18/07/2022
782,Male,24,Mombasa,14/02/2024
783,Female,32,Nakuru,02/04/2022
784,Female,40,Eldoret,30/04/2024
785,Female,31,Eldoret,27/10/2022
786,Male,40,Eldoret,23/10/2022
787,Male,36,Nakuru,09/10/2023
788,Female,46,Nakuru,27/09/2024
789,Female,37,Nakuru,18/12/2024
790,Male,46,Nairobi,27/06/2024
791,Female,41,Mombasa,20/05/2024
792,Female,35,Eldoret,23/01/2024
793,Male,27,Nairobi,08/12/2022
794,Female,58,Eldoret,03/03/2022
795,Male,25,Nairobi,15/02/2024
796,Male,43,Nakuru,17/09/2023
797,Male,46,Eldoret,13/09/2022
798,Male,27,Nakuru,07/04/2024
799,Male,34,Eldoret,10/10/2024
800,Male,19,Kisumu,07/09/2023
801,Male,23,Nairobi,02/09/2022
802,Female,22,Kisumu,27/01/2024
803,Male,45,Nairobi,03/04/2024
804,Male,58,Mombasa,19/02/2024
805,Female,22,Eldoret,02/01/2024
806,Female,35,Mombasa,27/05/2024
807,Female,43,Mombasa,31/05/2023
808,Male,37,Nairobi,19/04/2023
809,Female,58,Kisumu,05/02/2022
810,Male,44,Nakuru,06/11/2024
811,Male,29,Nairobi,09/04/2024
812,Male,24,Nakuru,07/12/2024
813,Male,20,Mombasa,21/12/2024
814,Female,27,Nakuru,28/12/2024
815,Female,51,Kisumu,01/01/2023
816,Male,42,Nairobi,02/08/2024
817,Male,52,Kisumu,02/09/2024
818,Male,33,Kisumu,07/03/2023
819,Female,19,Nairobi,08/05/2024
820,Male,41,Kisumu,18/08/2022
821,Male,27,Eldoret,05/01/2023
822,Female,55,Eldoret,27/06/2022
823,Female,39,Eldoret,22/07/2023
824,Male,43,Nakuru,03/03/2024
825,Female,60,Kisumu,18/06/2024
826,Female,56,Nairobi,01/09/2024
827,Male,44,Nairobi,23/03/2022
828,Female,46,Nakuru,25/04/2024
829,Male,64,Nairobi,01/02/2024
830,Female,55,Eldoret,10/09/2023
831,Male,37,Kisumu,30/10/2024
832,Male,44,Nairobi,04/08/2022
833,Male,58,Nairobi,17/10/2022
834,Female,37,Mombasa,21/03/2023
835,Male,61,Mombasa,11/07/2024
836,Female,36,Mombasa,06/07/2023
837,Male,37,Kisumu,12/07/2022
838,Male,52,Eldoret,16/10/2022
839,Female,64,Eldoret,06/08/2023
840,Male,19,Eldoret,06/05/2024
841,Male,47,Kisumu,20/02/2024
842,Female,51,Kisumu,14/06/2024
843,Male,39,Mombasa,08/07/2024
844,Male,20,Nairobi,18/07/2023
845,Male,23,Nakuru,13/01/2022
846,Male,32,Nakuru,13/09/2024
847,Female,44,Nairobi,06/12/2022
848,Female,27,Mombasa,14/05/2024
849,Male,26,Nairobi,08/11/2022
850,Female,50,Nairobi,03/01/2024
851,Male,49,Nakuru,05/12/2022
852,Female,23,Mombasa,27/10/2022
853,Male,58,Kisumu,25/12/2022
854,Male,53,Nakuru,18/06/2022
855,Male,19,Kisumu,31/01/2024
856,Male,46,Mombasa,07/02/2024
857,Male,21,Nairobi,08/09/2024
858,Male,18,Eldoret,11/02/2022
859,Female,36,Eldoret,21/07/2022
860,Male,43,Mombasa,27/08/2024
861,Female,42,Eldoret,09/04/2023
862,Male,27,Kisumu,25/03/2023
863,Female,32,Eldoret,01/07/2024
864,Female,39,Mombasa,08/03/2024
865,Female,38,Mombasa,04/03/2024
866,Male,39,Kisumu,13/03/2023
867,Male,53,Eldoret,15/06/2023
868,Female,51,Eldoret,19/07/2023
869,Male,47,Nairobi,21/05/2024
870,Female,42,Nakuru,01/08/2022
871,Male,62,Mombasa,06/08/2024
872,Female,45,Nairobi,11/07/2022
873,Female,18,Mombasa,06/12/2023
874,Male,62,Nairobi,03/07/2023
875,Female,21,Nakuru,03/06/2022
876,Male,24,Nairobi,25/07/2023
877,Female,26,Mombasa,28/08/2022
878,Female,53,Eldoret,09/01/2023
879,Male,36,Mombasa,15/03/2024
880,Male,18,Kisumu,09/03/2024
881,Male,27,Kisumu,03/09/2023
882,Female,53,Kisumu,19/11/2023
883,Male,26,Kisumu,13/02/2024
884,Female,62,Nakuru,23/05/2022
885,Female,63,Eldoret,29/09/2022
886,Male,59,Eldoret,02/03/2023
887,Male,49,Mombasa,15/02/2022
888,Female,49,Nairobi,05/04/2022
889,Female,23,Mombasa,05/03/2022
890,Male,55,Mombasa,17/02/2023
891,Male,34,Mombasa,29/10/2024
892,Male,27,Mombasa,04/04/2023
893,Male,44,Eldoret,15/04/2023
894,Male,52,Nairobi,20/03/2024
895,Female,38,Mombasa,21/05/2023
896,Female,42,Eldoret,25/03/2022
897,Female,45,Mombasa,28/02/2022
898,Female,64,Kisumu,10/11/2024
899,Male,32,Mombasa,06/07/2024
900,Male,21,Mombasa,06/06/2022
901,Male,46,Nakuru,30/07/2023
902,Female,26,Kisumu,16/04/2024
903,Female,44,Nairobi,11/11/2023
904,Male,43,Mombasa,22/07/2022
905,Male,36,Nairobi,14/11/2022
906,Female,45,Kisumu,10/02/2023
907,Female,34,Mombasa,12/09/2024
908,Male,60,Nakuru,06/08/2024
909,Male,58,Eldoret,29/12/2024
910,Female,59,Nakuru,10/05/2023
911,Male,37,Nakuru,10/11/2023
912,Male,62,Eldoret,14/04/2024
913,Male,57,Eldoret,13/07/2022
914,Female,56,Eldoret,04/11/2022
915,Female,40,Mombasa,21/05/2023
916,Female,64,Nairobi,08/10/2022
917,Female,49,Nairobi,06/11/2023
918,Female,64,Eldoret,21/07/2024
919,Female,50,Nakuru,16/12/2023
920,Female,63,Kisumu,31/08/2023
921,Male,22,Eldoret,28/04/2023
922,Male,60,Nakuru,27/04/2022
923,Male,51,Nakuru,25/08/2024
924,Male,57,Mombasa,11/07/2022
925,Male,28,Mombasa,27/02/2024
926,Male,20,Nairobi,10/09/2023
927,Male,50,Nairobi,31/05/2023
928,Female,28,Kisumu,03/11/2022
929,Female,33,Kisumu,16/06/2023
930,Male,35,Kisumu,02/05/2022
931,Male,47,Kisumu,11/10/2023
932,Female,27,Nakuru,15/08/2023
933,Male,35,Nakuru,19/05/2024
934,Male,55,Nairobi,28/02/2022
935,Female,36,Mombasa,28/10/2022
936,Male,53,Mombasa,07/07/2023
937,Female,30,Eldoret,03/02/2023
938,Male,63,Nakuru,30/05/2023
939,Female,20,Kisumu,15/03/2024
940,Female,27,Kisumu,13/05/2023
941,Female,55,Eldoret,30/07/2024
942,Male,18,Mombasa,12/06/2023
943,Female,44,Kisumu,02/02/2023
944,Male,63,Mombasa,12/03/2023
945,Male,25,Eldoret,19/04/2024
946,Male,63,Mombasa,26/12/2022
947,Male,59,Mombasa,13/05/2024
948,Female,34,Mombasa,26/09/2023
949,Female,26,Kisumu,02/08/2022
950,Male,23,Nairobi,04/07/2024
951,Male,60,Nakuru,15/08/2023
952,Female,42,Mombasa,15/05/2022
953,Male,56,Mombasa,24/01/2024
954,Female,45,Mombasa,21/01/2023
955,Male,50,Nairobi,24/01/2023
956,Male,54,Eldoret,14/01/2024
957,Female,26,Kisumu,05/12/2023
958,Male,35,Nairobi,13/07/2024
959,Female,38,Mombasa,12/02/2024
960,Male,19,Nairobi,13/05/2024
961,Male,60,Nairobi,25/11/2024
962,Male,55,Nairobi,20/03/2022
963,Female,57,Eldoret,05/11/2023
964,Male,53,Nakuru,08/11/2022
965,Male,60,Kisumu,23/07/2022
966,Male,54,Eldoret,11/09/2024
967,Male,32,Eldoret,17/01/2022
968,Female,45,Nakuru,21/04/2023
969,Female,35,Eldoret,13/10/2024
970,Male,51,Nairobi,29/07/2022
971,Female,39,Nairobi,14/05/2023
972,Male,28,Mombasa,05/03/2023
973,Male,30,Eldoret,27/02/2022
974,Male,21,Mombasa,20/09/2024
975,Female,39,Kisumu,06/06/2023
976,Female,24,Nairobi,04/08/2023
977,Female,60,Kisumu,17/06/2024
978,Female,41,Nakuru,13/09/2023
979,Female,21,Nairobi,03/12/2024
980,Female,45,Kisumu,23/08/2024
981,Female,32,Nakuru,28/06/2024
982,Female,18,Kisumu,08/05/2023
983,Female,20,Nakuru,14/05/2023
984,Male,31,Nakuru,07/11/2024
985,Female,55,Nairobi,28/08/2023
986,Female,18,Mombasa,05/08/2024
987,Female,55,Nakuru,21/10/2022
988,Female,55,Nakuru,21/06/2022
989,Female,38,Nairobi,15/06/2023
990,Female,46,Mombasa,07/03/2022
991,Female,22,Eldoret,21/05/2022
992,Female,27,Eldoret,22/03/2023
993,Female,45,Mombasa,08/07/2022
994,Female,38,Kisumu,07/06/2022
995,Female,24,Nairobi,01/11/2023
996,Male,20,Mombasa,03/09/2022
997,Male,62,Eldoret,05/05/2024
998,Female,64,Nakuru,01/08/2024
999,Female,37,Eldoret,18/01/2024
1000,Male,36,Nakuru,22/11/2024
1001,Female,52,Nairobi,26/11/2022
1002,Male,21,Nakuru,27/05/2023
1003,Male,22,Mombasa,29/04/2024
1004,Male,18,Nakuru,30/12/2024
1005,Male,21,Kisumu,20/03/2022
1006,Male,29,Mombasa,18/06/2022
1007,Female,44,Nairobi,20/03/2024
1008,Male,59,Mombasa,09/09/2024
1009,Female,40,Kisumu,29/06/2022
1010,Female,42,Nairobi,17/09/2022
1011,Male,38,Eldoret,25/10/2024
1012,Male,41,Kisumu,24/10/2022
1013,Female,42,Nairobi,12/09/2023
1014,Male,62,Nakuru,04/05/2024
1015,Male,63,Mombasa,26/12/2022
1016,Female,49,Nairobi,27/04/2022
1017,Female,49,Mombasa,23/12/2022
1018,Male,22,Nakuru,14/08/2024
1019,Female,53,Nairobi,15/03/2023
1020,Male,63,Eldoret,06/06/2023
1021,Male,59,Kisumu,18/07/2022
1022,Male,59,Nairobi,09/12/2024
1023,Female,56,Nakuru,01/11/2023
1024,Female,33,Nairobi,19/11/2024
1025,Female,50,Mombasa,31/01/2022
1026,Female,38,Nairobi,04/10/2024
1027,Female,26,Eldoret,29/11/2022
1028,Male,23,Nairobi,22/10/2023
1029,Male,62,Kisumu,26/06/2022
1030,Male,52,Nairobi,05/01/2023
1031,Male,56,Mombasa,01/07/2023
1032,Female,39,Nairobi,19/06/2023
1033,Male,58,Eldoret,07/04/2022
1034,Female,22,Nakuru,18/08/2022
1035,Male,59,Nairobi,15/08/2022
1036,Female,40,Nairobi,06/01/2023
1037,Female,34,Kisumu,24/02/2022
1038,Male,29,Eldoret,28/02/2023
1039,Male,40,Nakuru,11/11/2022
1040,Male,33,Mombasa,01/02/2022
1041,Male,20,Nairobi,03/04/2022
1042,Female,47,Nakuru,03/06/2023
1043,Male,39,Mombasa,02/05/2024
1044,Male,26,Eldoret,22/01/2024
1045,Female,46,Eldoret,20/02/2023
1046,Male,64,Nakuru,11/07/2023
1047,Male,54,Mombasa,01/01/2023
1048,Male,40,Eldoret,22/08/2023
1049,Male,30,Nakuru,27/11/2022
1050,Male,49,Eldoret,20/11/2023
1051,Female,63,Eldoret,11/01/2022
1052,Male,64,Eldoret,28/03/2024
1053,Male,40,Kisumu,23/02/2023
1054,Male,62,Mombasa,29/06/2024
1055,Male,34,Nakuru,14/12/2022
1056,Male,57,Nakuru,15/08/2024
1057,Female,38,Mombasa,16/02/2023
1058,Male,19,Mombasa,02/06/2022
1059,Female,54,Mombasa,02/04/2022
1060,Female,23,Mombasa,27/11/2022
1061,Male,61,Nairobi,12/08/2024
1062,Male,35,Nakuru,27/08/2024
1063,Male,47,Nairobi,08/07/2023
1064,Male,39,Eldoret,18/07/2024
1065,Female,50,Eldoret,13/07/2022
1066,Male,47,Nakuru,14/06/2023
1067,Male,34,Eldoret,24/04/2024
1068,Male,60,Mombasa,01/10/2023
1069,Male,49,Nairobi,23/04/2023
1070,Male,59,Mombasa,25/04/2023
1071,Male,31,Eldoret,15/10/2022
1072,Female,27,Nairobi,29/11/2023
1073,Female,64,Mombasa,26/11/2023
1074,Male,53,Nakuru,24/06/2023
1075,Male,51,Mombasa,26/11/2022
1076,Male,26,Eldoret,15/04/2023
1077,Female,59,Nairobi,28/04/2024
1078,Male,45,Nakuru,18/06/2023
1079,Female,28,Nairobi,12/04/2023
1080,Male,31,Nakuru,03/09/2024
1081,Male,56,Nairobi,24/02/2023
1082,Male,64,Eldoret,01/02/2024
1083,Male,36,Nakuru,02/10/2024
1084,Female,32,Kisumu,09/06/2024
1085,Female,45,Nairobi,04/11/2022
1086,Male,41,Nairobi,12/07/2024
1087,Male,25,Mombasa,30/11/2022
1088,Female,60,Nakuru,11/08/2024
1089,Female,26,Kisumu,18/10/2024
1090,Female,64,Eldoret,28/02/2024
1091,Female,50,Mombasa,11/04/2024
1092,Male,50,Kisumu,23/04/2024
1093,Female,36,Nakuru,07/09/2022
1094,Male,20,Kisumu,03/07/2022
1095,Female,27,Nairobi,09/03/2024
1096,Female,57,Nairobi,05/07/2022
1097,Female,64,Mombasa,28/12/2024
1098,Female,59,Nakuru,17/04/2024
1099,Female,18,Nakuru,19/09/2023
1100,Male,46,Kisumu,08/05/2024
1101,Male,51,Mombasa,08/01/2022
1102,Female,30,Nakuru,22/02/2024
1103,Female,18,Nairobi,14/02/2024
1104,Male,51,Kisumu,03/10/2024
1105,Female,46,Eldoret,08/11/2023
1106,Female,64,Nairobi,30/07/2022
1107,Male,30,Mombasa,05/05/2023
1108,Female,46,Nakuru,01/10/2023
1109,Female,56,Nairobi,10/07/2022
1110,Male,41,Eldoret,02/11/2023
1111,Male,43,Eldoret,22/04/2024
1112,Male,34,Mombasa,01/12/2022
1113,Female,24,Nairobi,02/08/2023
1114,Male,30,Kisumu,03/03/2022
1115,Male,22,Nairobi,22/01/2023
1116,Male,43,Eldoret,02/06/2022
1117,Male,20,Mombasa,11/09/2023
1118,Male,24,Mombasa,29/11/2023
1119,Male,56,Kisumu,27/06/2022
1120,Female,18,Mombasa,26/04/2024
1121,Female,34,Mombasa,02/05/2023
1122,Male,60,Mombasa,15/05/2023
1123,Male,42,Mombasa,25/06/2023
1124,Male,20,Mombasa,13/01/2022
1125,Female,32,Eldoret,31/05/2022
1126,Female,46,Nairobi,09/12/2024
1127,Female,60,Nakuru,17/09/2024
1128,Female,49,Mombasa,06/10/2023
1129,Female,43,Nakuru,07/01/2023
1130,Female,33,Nakuru,09/09/2022
1131,Female,42,Eldoret,22/02/2022
1132,Female,45,Mombasa,12/07/2022
1133,Female,26,Nakuru,14/08/2023
1134,Male,18,Mombasa,16/12/2024
1135,Male,46,Kisumu,07/04/2022
1136,Male,39,Kisumu,17/07/2022
1137,Male,33,Kisumu,27/05/2022
1138,Female,58,Nakuru,24/12/2023
1139,Female,61,Kisumu,15/11/2023
1140,Male,58,Eldoret,01/11/2024
1141,Female,24,Eldoret,29/11/2022
1142,Male,31,Nakuru,27/05/2023
1143,Female,46,Mombasa,21/06/2022
1144,Male,36,Nairobi,18/07/2023
1145,Female,36,Mombasa,27/05/2023
1146,Female,19,Mombasa,15/04/2022
1147,Male,58,Mombasa,05/11/2023
1148,Female,62,Mombasa,17/03/2024
1149,Male,32,Nairobi,30/11/2024
1150,Male,20,Kisumu,07/06/2024
1151,Male,28,Mombasa,25/05/2024
1152,Male,63,Eldoret,08/11/2023
1153,Female,47,Nakuru,17/11/2022
1154,Female,57,Nakuru,01/12/2022
1155,Female,35,Eldoret,21/09/2022
1156,Male,19,Mombasa,14/05/2024
1157,Female,49,Nairobi,18/12/2022
1158,Male,25,Kisumu,07/11/2023
1159,Female,39,Nakuru,07/07/2024
1160,Female,23,Kisumu,05/01/2022
1161,Female,29,Nairobi,03/02/2022
1162,Male,64,Nakuru,17/12/2022
1163,Female,57,Kisumu,06/08/2023
1164,Female,53,Nairobi,10/04/2023
1165,Male,32,Kisumu,14/12/2022
1166,Female,45,Mombasa,05/05/2022
1167,Male,62,Nairobi,23/12/2022
1168,Female,35,Kisumu,11/06/2023
1169,Male,19,Mombasa,13/05/2023
1170,Male,30,Mombasa,22/02/2022
1171,Female,62,Nairobi,29/05/2022
1172,Male,32,Eldoret,18/05/2023
1173,Male,37,Nakuru,19/05/2024
1174,Male,46,Nairobi,07/08/2022
1175,Male,59,Mombasa,28/03/2023
1176,Male,46,Mombasa,24/03/2022
1177,Male,20,Nairobi,08/01/2024
1178,Female,36,Eldoret,11/06/2023
1179,Male,20,Nakuru,08/02/2023
1180,Male,31,Kisumu,17/10/2022
1181,Female,57,Nairobi,24/02/2023
1182,Female,21,Nakuru,05/12/2022
1183,Female,28,Nakuru,16/02/2024
1184,Female,48,Mombasa,12/12/2023
1185,Female,60,Kisumu,13/09/2024
1186,Female,49,Nairobi,16/08/2024
1187,Female,44,Mombasa,17/11/2023
1188,Male,47,Mombasa,25/11/2024
1189,Male,60,Eldoret,08/01/2023
1190,Female,19,Nakuru,20/09/2024
1191,Male,26,Nairobi,15/06/2023
1192,Male,45,Nairobi,12/07/2024
1193,Male,48,Nairobi,23/01/2022
1194,Female,51,Mombasa,14/04/2022
1195,Female,32,Eldoret,29/08/2022
1196,Male,42,Kisumu,01/10/2024
1197,Female,53,Mombasa,21/06/2024
1198,Male,25,Kisumu,24/03/2024
1199,Male,26,Eldoret,17/10/2023
1200,Male,54,Nakuru,22/02/2024
1201,Male,62,Nairobi,03/11/2022
1202,Female,56,Kisumu,08/01/2022
1203,Female,49,Mombasa,28/12/2024
1204,Female,34,Kisumu,29/07/2023
1205,Male,52,Nakuru,27/12/2024
1206,Female,54,Nairobi,30/06/2024
1207,Male,36,Kisumu,02/06/2023
1208,Female,61,Nakuru,20/11/2024
1209,Male,46,Mombasa,28/04/2023
1210,Male,24,Eldoret,26/07/2022
1211,Male,45,Mombasa,31/10/2023
1212,Female,26,Nairobi,02/08/2023
1213,Female,45,Mombasa,22/01/2023
1214,Female,23,Mombasa,16/02/2023
1215,Female,46,Mombasa,09/06/2024
1216,Male,34,Mombasa,24/06/2024
1217,Female,33,Nairobi,20/08/2024
1218,Female,40,Nakuru,22/08/2024
1219,Male,48,Kisumu,20/05/2022
1220,Male,20,Eldoret,27/10/2022
1221,Male,38,Kisumu,02/11/2024
1222,Female,43,Kisumu,26/10/2023
1223,Male,53,Eldoret,04/04/2024
1224,Male,59,Nairobi,04/02/2023
1225,Male,54,Eldoret,18/09/2024
1226,Female,39,Nairobi,29/05/2022
1227,Male,59,Kisumu,03/11/2022
1228,Female,29,Nairobi,19/12/2024
1229,Female,59,Nakuru,11/03/2023
1230,Male,30,Eldoret,21/01/2022
1231,Male,28,Nakuru,24/05/2024
1232,Female,33,Kisumu,17/01/2023
1233,Male,25,Eldoret,02/09/2022
1234,Male,57,Kisumu,29/11/2023
1235,Female,57,Nakuru,13/08/2023
1236,Female,62,Kisumu,25/01/2023
1237,Male,19,Eldoret,22/07/2023
1238,Female,47,Eldoret,16/09/2022
1239,Male,47,Kisumu,02/03/2023
1240,Male,29,Eldoret,26/10/2024
1241,Male,27,Eldoret,06/01/2022
1242,Female,61,Kisumu,10/07/2022
1243,Male,28,Nakuru,28/05/2022
1244,Male,32,Eldoret,09/02/2023
1245,Male,33,Eldoret,15/09/2022
1246,Female,34,Eldoret,31/12/2023
1247,Female,43,Eldoret,31/03/2022
1248,Female,19,Kisumu,03/04/2024
1249,Female,29,Nakuru,10/01/2022
1250,Female,43,Nakuru,17/04/2024
1251,Male,40,Nairobi,14/09/2024
1252,Female,35,Eldoret,17/09/2023
1253,Female,49,Eldoret,30/01/2022
1254,Female,55,Nairobi,08/05/2022
1255,Male,64,Nakuru,25/02/2023
1256,Female,20,Mombasa,14/12/2024
1257,Female,55,Mombasa,01/11/2022
1258,Male,20,Nakuru,30/06/2023
1259,Female,47,Eldoret,22/01/2022
1260,Male,18,Mombasa,26/01/2023
1261,Male,47,Kisumu,09/09/2023
1262,Male,62,Kisumu,29/05/2022
1263,Male,49,Nairobi,26/10/2022
1264,Male,45,Nakuru,21/06/2022
1265,Female,38,Nakuru,16/02/2022
1266,Male,63,Mombasa,18/09/2023
1267,Male,30,Eldoret,26/07/2022
1268,Female,44,Nakuru,29/03/2023
1269,Male,53,Mombasa,13/07/2024
1270,Female,24,Mombasa,24/01/2024
1271,Female,39,Nakuru,09/12/2023
1272,Female,27,Mombasa,05/10/2024
1273,Male,56,Nairobi,07/11/2023
1274,Male,32,Nairobi,04/05/2024
1275,Male,32,Nakuru,22/02/2024
1276,Female,21,Eldoret,15/11/2023
1277,Male,49,Nairobi,20/08/2024
1278,Male,40,Nairobi,13/05/2024
1279,Male,23,Nakuru,17/06/2022
1280,Female,41,Kisumu,27/03/2022
1281,Female,37,Mombasa,28/04/2024
1282,Male,54,Nairobi,10/12/2024
1283,Male,37,Kisumu,18/03/2023
1284,Male,29,Eldoret,28/09/2022
1285,Male,50,Kisumu,10/12/2022
1286,Female,45,Nakuru,18/05/2023
1287,Female,25,Eldoret,30/10/2024
1288,Female,18,Eldoret,09/05/2023
1289,Female,54,Kisumu,01/09/2022
1290,Male,39,Nakuru,24/09/2022
1291,Male,23,Nairobi,11/06/2024
1292,Male,38,Kisumu,20/07/2022
1293,Female,49,Nairobi,27/08/2022
1294,Male,52,Kisumu,03/07/2024
1295,Female,32,Nairobi,26/08/2024
1296,Female,22,Kisumu,29/04/2023
1297,Male,63,Eldoret,03/09/2022
1298,Male,23,Mombasa,28/10/2024
1299,Male,42,Eldoret,01/06/2022
1300,Female,63,Nairobi,30/07/2022
1301,Male,57,Nakuru,02/01/2023
1302,Female,46,Eldoret,01/08/2024
1303,Male,24,Mombasa,27/03/2022
1304,Female,57,Nairobi,14/12/2024
1305,Female,30,Eldoret,22/03/2023
1306,Male,55,Kisumu,12/09/2023
1307,Female,35,Nakuru,31/10/2022
1308,Female,19,Nairobi,12/05/2022
1309,Male,25,Eldoret,22/06/2024
1310,Female,28,Nairobi,14/09/2024
1311,Male,50,Kisumu,16/02/2022
1312,Female,55,Mombasa,27/01/2024
1313,Male,44,Eldoret,21/11/2023
1314,Male,37,Nairobi,13/11/2024
1315,Female,29,Nairobi,18/11/2023
1316,Female,60,Nairobi,25/02/2024
1317,Female,48,Mombasa,06/12/2022
1318,Female,44,Nairobi,16/02/2023
1319,Female,49,Nakuru,13/10/2022
1320,Male,27,Nakuru,29/04/2024
1321,Female,20,Nairobi,06/03/2023
1322,Male,62,Nakuru,31/01/2022
1323,Male,44,Eldoret,26/08/2023
1324,Female,52,Nakuru,16/03/2023
1325,Male,48,Nairobi,11/09/2024
1326,Male,32,Kisumu,16/02/2023
1327,Male,33,Eldoret,12/06/2023
1328,Male,30,Mombasa,06/11/2022
1329,Female,52,Nairobi,06/08/2024
1330,Male,28,Mombasa,05/11/2023
1331,Female,38,Kisumu,13/03/2023
1332,Female,28,Mombasa,05/12/2023
1333,Male,47,Nairobi,25/10/2023
1334,Female,52,Nairobi,31/12/2022
1335,Female,39,Kisumu,11/07/2024
1336,Female,55,Nairobi,23/04/2022
1337,Male,48,Kisumu,25/06/2022
1338,Female,31,Kisumu,24/07/2024
1339,Female,41,Nairobi,17/01/2023
1340,Female,49,Nakuru,02/11/2022
1341,Male,53,Kisumu,25/08/2023
1342,Female,49,Nairobi,09/12/2022
1343,Male,32,Nakuru,05/06/2022
1344,Male,60,Kisumu,13/12/2023
1345,Male,52,Nakuru,14/12/2024
1346,Male,20,Eldoret,07/02/2023
1347,Male,33,Eldoret,06/09/2023
1348,Male,22,Nakuru,07/03/2024
1349,Female,38,Kisumu,15/09/2023
1350,Male,27,Nairobi,26/08/2023
1351,Female,36,Mombasa,26/06/2022
1352,Female,42,Nairobi,25/03/2023
1353,Male,21,Mombasa,13/01/2024
1354,Female,46,Mombasa,28/10/2022
1355,Female,36,Kisumu,08/12/2023
1356,Female,60,Nakuru,03/11/2022
1357,Female,19,Nairobi,21/01/2024
1358,Male,27,Nakuru,18/05/2024
1359,Female,60,Eldoret,02/08/2022
1360,Male,42,Kisumu,28/04/2023
1361,Female,37,Kisumu,26/12/2024
1362,Female,36,Eldoret,13/05/2022
1363,Male,40,Nairobi,27/05/2023
1364,Female,41,Eldoret,30/07/2022
1365,Female,28,Nairobi,14/09/2024
1366,Female,63,Mombasa,13/09/2024
1367,Male,51,Kisumu,18/12/2023
1368,Female,45,Nairobi,10/09/2022
1369,Male,22,Nakuru,07/02/2022
1370,Female,22,Nakuru,02/12/2024
1371,Male,38,Kisumu,21/09/2023
1372,Male,29,Eldoret,13/09/2024
1373,Female,21,Eldoret,15/02/2022
1374,Female,59,Nairobi,01/11/2022
1375,Male,37,Eldoret,21/08/2022
1376,Male,55,Kisumu,02/09/2022
1377,Female,42,Nairobi,30/01/2024
1378,Male,31,Mombasa,18/04/2024
