order_id,payment_method,payment_status
9331,M-Pesa,Completed
9332,Card,Completed
9333,M-Pesa,Completed
9334,Cash on Delivery,Completed
9335,Card,Completed
9336,Card,Completed
9337,M-Pesa,Completed
9338,Card,Completed
9339,M-Pesa,Completed
9340,Cash on Delivery,Completed
9341,Card,Completed
9342,Card,Completed
9343,M-Pesa,Completed
9344,Cash on Delivery,Completed
9345,M-Pesa,Completed
9346,Card,Completed
9347,Cash on Delivery,Completed
9348,Cash on Delivery,Completed
9349,M-Pesa,Completed
9350,M-Pesa,Completed
9351,Card,Failed
9352,Card,Failed
9353,M-Pesa,Completed
9354,Card,Completed
9355,Cash on Delivery,Completed
9356,Cash on Delivery,Completed
9357,M-Pesa,Completed
9358,Cash on Delivery,Completed
9359,Cash on Delivery,Completed
9360,Card,Completed
9361,Card,Completed
9362,Cash on Delivery,Completed
9363,Card,Completed
9364,Cash on Delivery,Completed
9365,Card,Completed
9366,M-Pesa,Completed
9367,Card,Completed
9368,Cash on Delivery,Completed
9369,Card,Refunded
9370,M-Pesa,Completed
9371,Cash on Delivery,Completed
9372,M-Pesa,Completed
9373,M-Pesa,Completed
9374,Cash on Delivery,Completed
9375,M-Pesa,Completed
9376,Card,Completed
9377,Cash on Delivery,Completed
9378,Cash on Delivery,Completed
9379,Cash on Delivery,Completed
9380,Cash on Delivery,Completed
9381,Card,Completed
9382,Card,Completed
9383,Cash on Delivery,Failed
9384,Card,Completed
9385,Cash on Delivery,Completed
9386,Card,Completed
9387,Card,Completed
9388,Card,Refunded
9389,M-Pesa,Completed
9390,Card,Completed
9391,Card,Completed
9392,Cash on Delivery,Completed
9393,M-Pesa,Failed
9394,Cash on Delivery,Completed
9395,Card,Completed
9396,M-Pesa,Completed
9397,M-Pesa,Refunded
9398,Card,Completed
9399,Cash on Delivery,Completed
9400,M-Pesa,Completed
9401,M-Pesa,Completed
9402,Card,Completed
9403,M-Pesa,Completed
9404,Card,Refunded
9405,Cash on Delivery,Refunded
9406,M-Pesa,Completed
9407,M-Pesa,Failed
9408,Card,Failed
9409,Card,Completed
9410,M-Pesa,Completed
9411,Cash on Delivery,Completed
9412,M-Pesa,Completed
9413,M-Pesa,Refunded
9414,M-Pesa,Refunded
9415,Card,Completed
9416,M-Pesa,Completed
9417,Cash on Delivery,Completed
9418,M-Pesa,Completed
9419,Card,Completed
9420,Card,Completed
9421,Cash on Delivery,Failed
9422,Cash on Delivery,Refunded
9423,M-Pesa,Completed
9424,M-Pesa,Completed
9425,M-Pesa,Completed
9426,Card,Completed
9427,Cash on Delivery,Completed
9428,Card,Completed
9429,Cash on Delivery,Completed
9430,Card,Completed
9431,Card,Completed
9432,Card,Completed
9433,Cash on Delivery,Failed
9434,Cash on Delivery,Completed
9435,Card,Completed
9436,M-Pesa,Completed
9437,Cash on Delivery,Completed
9438,Cash on Delivery,Completed
9439,Card,Completed
9440,Cash on Delivery,Completed
9441,M-Pesa,Refunded
9442,Cash on Delivery,Completed
9443,Card,Completed
9444,Card,Completed
9445,Cash on Delivery,Completed
9446,Cash on Delivery,Completed
9447,M-Pesa,Completed
9448,Cash on Delivery,Completed
9449,Card,Completed
9450,Card,Completed
9451,M-Pesa,Completed
9452,Cash on Delivery,Completed
9453,Cash on Delivery,Completed
9454,Cash on Delivery,Completed
9455,M-Pesa,Completed
9456,Card,Completed
9457,Card,Failed
9458,Card,Completed
9459,Card,Completed
9460,M-Pesa,Completed
9461,Card,Failed
9462,Cash on Delivery,Completed
9463,Cash on Delivery,Failed
9464,M-Pesa,Completed
9465,M-Pesa,Completed
9466,Card,Completed
9467,Cash on Delivery,Completed
9468,Card,Completed
9469,M-Pesa,Failed
9470,M-Pesa,Completed
9471,Card,Completed
9472,Card,Completed
9473,Card,Completed
9474,Card,Completed
9475,M-Pesa,Completed
9476,Card,Failed
9477,Card,Completed
9478,Card,Failed
9479,Card,Completed
9480,Card,Completed
9481,Card,Completed
9482,M-Pesa,Completed
9483,Card,Completed
9484,Cash on Delivery,Completed
9485,Card,Failed
9486,M-Pesa,Completed
9487,Cash on Delivery,Completed
9488,Cash on Delivery,Completed
9489,Card,Completed
9490,Card,Completed
9491,Cash on Delivery,Completed
9492,Cash on Delivery,Failed
9493,M-Pesa,Completed
9494,Card,Completed
9495,M-Pesa,Completed
9496,Cash on Delivery,Completed
9497,M-Pesa,Completed
9498,Cash on Delivery,Completed
9499,Card,Completed
9500,M-Pesa,Completed
9501,M-Pesa,Completed
9502,Cash on Delivery,Completed
9503,Cash on Delivery,Completed
9504,Card,Completed
9505,Card,Completed
9506,M-Pesa,Completed
9507,Card,Completed
9508,Card,Completed
9509,M-Pesa,Completed
9510,Cash on Delivery,Completed
9511,Card,Completed
9512,M-Pesa,Completed
9513,M-Pesa,Completed
9514,M-Pesa,Completed
9515,M-Pesa,Failed
9516,M-Pesa,Failed
9517,M-Pesa,Completed
9518,M-Pesa,Refunded
9519,Cash on Delivery,Failed
9520,M-Pesa,Completed
9521,Cash on Delivery,Completed
9522,Card,Completed
9523,Cash on Delivery,Completed
9524,Card,Completed
9525,M-Pesa,Completed
9526,M-Pesa,Completed
9527,M-Pesa,Completed
9528,Card,Completed
9529,Cash on Delivery,Completed
9530,Cash on Delivery,Completed
9531,M-Pesa,Completed
9532,Card,Completed
9533,Card,Completed
9534,M-Pesa,Completed
9535,Cash on Delivery,Completed
9536,Cash on Delivery,Completed
9537,M-Pesa,Completed
9538,M-Pesa,Completed
9539,M-Pesa,Completed
9540,M-Pesa,Completed
9541,M-Pesa,Completed
9542,Cash on Delivery,Completed
9543,M-Pesa,Completed
9544,Card,Completed
9545,M-Pesa,Completed
9546,Cash on Delivery,Completed
9547,Card,Completed
9548,Card,Completed
9549,Card,Completed
9550,Card,Completed
9551,Card,Completed
9552,M-Pesa,Completed
9553,Card,Completed
9554,Cash on Delivery,Completed
9555,Cash on Delivery,Completed
9556,Card,Failed
9557,M-Pesa,Completed
9558,Card,Completed
9559,M-Pesa,Failed
9560,Card,Completed
9561,M-Pesa,Completed
9562,Cash on Delivery,Completed
9563,Card,Failed
9564,Cash on Delivery,Completed
9565,M-Pesa,Completed
9566,Cash on Delivery,Completed
9567,M-Pesa,Completed
9568,Cash on Delivery,Completed
9569,M-Pesa,Completed
9570,Card,Completed
9571,M-Pesa,Completed
9572,M-Pesa,Completed
9573,Card,Completed
9574,Card,Completed
9575,Cash on Delivery,Refunded
9576,M-Pesa,Completed
9577,Cash on Delivery,Completed
9578,Cash on Delivery,Completed
9579,M-Pesa,Completed
9580,Card,Failed
9581,Cash on Delivery,Completed
9582,Cash on Delivery,Completed
9583,M-Pesa,Completed
9584,Cash on Delivery,Failed
9585,Card,Failed
9586,M-Pesa,Completed
9587,Card,Completed
9588,Cash on Delivery,Completed
9589,Cash on Delivery,Completed
9590,M-Pesa,Completed
9591,Cash on Delivery,Completed
9592,Card,Completed
9593,Card,Completed
9594,M-Pesa,Completed
9595,Card,Completed
9596,Card,Completed
9597,Card,Completed
9598,M-Pesa,Completed
9599,Cash on Delivery,Completed
9600,Cash on Delivery,Refunded
9601,M-Pesa,Completed
9602,Cash on Delivery,Completed
9603,M-Pesa,Completed
9604,Card,Completed
9605,Card,Completed
9606,Card,Refunded
9607,Card,Completed
9608,M-Pesa,Completed
9609,Card,Failed
9610,Cash on Delivery,Completed
9611,M-Pesa,Completed
9612,M-Pesa,Completed
9613,Cash on Delivery,Completed
9614,Card,Completed
9615,Card,Completed
9616,M-Pesa,Completed
9617,Card,Completed
9618,M-Pesa,Completed
9619,Card,Completed
9620,Cash on Delivery,Completed
9621,Cash on Delivery,Completed
9622,Card,Completed
9623,Card,Completed
9624,M-Pesa,Completed
9625,M-Pesa,Completed
9626,M-Pesa,Failed
9627,Card,Completed
9628,Card,Completed
9629,M-Pesa,Completed
9630,Card,Completed
9631,Card,Failed
9632,Cash on Delivery,Completed
9633,M-Pesa,Completed
9634,Card,Completed
9635,Cash on Delivery,Completed
9636,Cash on Delivery,Refunded
9637,M-Pesa,Completed
9638,Card,Completed
9639,M-Pesa,Refunded
9640,Cash on Delivery,Completed
9641,Cash on Delivery,Completed
9642,Card,Completed
9643,Card,Completed
9644,M-Pesa,Completed
9645,Cash on Delivery,Completed
9646,Cash on Delivery,Failed
9647,Cash on Delivery,Completed
9648,Card,Completed
9649,Card,Failed
9650,Cash on Delivery,Completed
9651,Card,Completed
9652,Card,Completed
9653,Cash on Delivery,Failed
9654,Card,Completed
9655,M-Pesa,Completed
9656,Card,Completed
9657,Card,Completed
9658,Cash on Delivery,Completed
9659,M-Pesa,Completed
9660,Card,Refunded
9661,Card,Completed
9662,M-Pesa,Completed
9663,Cash on Delivery,Completed
9664,M-Pesa,Refunded
9665,Cash on Delivery,Completed
9666,Cash on Delivery,Completed
9667,Cash on Delivery,Completed
9668,Card,Completed
9669,Card,Completed
9670,M-Pesa,Failed
9671,Card,Completed
9672,Cash on Delivery,Completed
9673,Cash on Delivery,Completed
9674,M-Pesa,Completed
9675,Cash on Delivery,Completed
9676,M-Pesa,Completed
9677,Card,Completed
9678,Cash on Delivery,Completed
9679,M-Pesa,Completed
9680,M-Pesa,Completed
9681,M-Pesa,Failed
9682,Card,Completed
9683,M-Pesa,Completed
9684,Cash on Delivery,Completed
9685,M-Pesa,Completed
9686,M-Pesa,Completed
9687,Cash on Delivery,Completed
9688,Card,Completed
9689,Card,Completed
9690,M-Pesa,Failed
9691,Card,Completed
9692,Card,Completed
9693,Card,Completed
9694,Card,Completed
9695,M-Pesa,Completed
9696,Cash on Delivery,Completed
9697,M-Pesa,Completed
9698,Cash on Delivery,Completed
9699,Cash on Delivery,Completed
9700,M-Pesa,Failed
9701,Cash on Delivery,Failed
9702,Cash on Delivery,Completed
9703,Card,Completed
9704,M-Pesa,Failed
9705,M-Pesa,Completed
9706,Card,Completed
9707,M-Pesa,Completed
9708,Cash on Delivery,Completed
9709,M-Pesa,Completed
9710,Cash on Delivery,Completed
9711,Card,Completed
9712,M-Pesa,Completed
9713,M-Pesa,Completed
9714,Cash on Delivery,Completed
9715,M-Pesa,Completed
9716,Cash on Delivery,Refunded
9717,Card,Completed
9718,Card,Completed
9719,Card,Completed
9720,M-Pesa,Completed
9721,Cash on Delivery,Failed
9722,M-Pesa,Completed
9723,Card,Completed
9724,Cash on Delivery,Completed
9725,Cash on Delivery,Completed
9726,M-Pesa,Completed
9727,Card,Completed
9728,Cash on Delivery,Completed
9729,Cash on Delivery,Completed
9730,Card,Completed
9731,M-Pesa,Completed
9732,Card,Completed
9733,M-Pesa,Refunded
9734,Cash on Delivery,Completed
9735,Cash on Delivery,Completed
9736,M-Pesa,Completed
9737,Card,Completed
9738,Cash on Delivery,Completed
9739,Card,Completed
9740,M-Pesa,Failed
9741,M-Pesa,Completed
9742,Card,Completed
9743,M-Pesa,Completed
9744,Cash on Delivery,Completed
9745,Card,Completed
9746,Cash on Delivery,Completed
9747,Card,Refunded
9748,Card,Completed
9749,Card,Refunded
9750,Card,Completed
9751,M-Pesa,Completed
9752,M-Pesa,Refunded
9753,Card,Completed
9754,Card,Completed
9755,M-Pesa,Completed
9756,Card,Completed
9757,M-Pesa,Failed
9758,Card,Completed
9759,M-Pesa,Completed
9760,M-Pesa,Completed
9761,M-Pesa,Completed
9762,Cash on Delivery,Completed
9763,Cash on Delivery,Completed
9764,M-Pesa,Failed
9765,Cash on Delivery,Completed
9766,Cash on Delivery,Completed
9767,Cash on Delivery,Refunded
9768,Card,Completed
9769,Card,Completed
9770,Card,Completed
9771,Card,Failed
9772,M-Pesa,Completed
9773,M-Pesa,Completed
9774,Card,Completed
9775,Cash on Delivery,Completed
9776,Card,Completed
9777,Card,Completed
9778,M-Pesa,Completed
9779,M-Pesa,Failed
9780,M-Pesa,Completed
9781,Cash on Delivery,Completed
9782,Cash on Delivery,Completed
9783,M-Pesa,Completed
9784,Cash on Delivery,Refunded
9785,Cash on Delivery,Completed
9786,Cash on Delivery,Completed
9787,Cash on Delivery,Completed
9788,M-Pesa,Completed
9789,Cash on Delivery,Completed
9790,Card,Completed
9791,Cash on Delivery,Completed
9792,M-Pesa,Refunded
9793,M-Pesa,Completed
9794,Cash on Delivery,Completed
9795,M-Pesa,Completed
9796,M-Pesa,Refunded
9797,M-Pesa,Completed
9798,Cash on Delivery,Completed
9799,M-Pesa,Refunded
9800,Cash on Delivery,Completed
9801,Card,Completed
9802,Card,Completed
9803,M-Pesa,Completed
9804,M-Pesa,Completed
9805,M-Pesa,Completed
9806,M-Pesa,Refunded
9807,Card,Completed
9808,M-Pesa,Completed
9809,M-Pesa,Completed
9810,Card,Completed
9811,Card,Completed
9812,M-Pesa,Completed
9813,M-Pesa,Completed
9814,Card,Completed
9815,Cash on Delivery,Completed
9816,Card,Completed
9817,Card,Completed
9818,M-Pesa,Completed
9819,Cash on Delivery,Completed
9820,Card,Refunded
9821,Cash on Delivery,Completed
9822,Cash on Delivery,Completed
9823,Card,Completed
9824,Cash on Delivery,Completed
9825,M-Pesa,Refunded
9826,Cash on Delivery,Completed
9827,Cash on Delivery,Completed
9828,Cash on Delivery,Completed
9829,Card,Completed
9830,Card,Completed
9831,Card,Completed
9832,Cash on Delivery,Completed
9833,M-Pesa,Completed
9834,Cash on Delivery,Completed
9835,Cash on Delivery,Failed
9836,M-Pesa,Failed
9837,Cash on Delivery,Completed
9838,Card,Completed
9839,Card,Completed
9840,Card,Completed
9841,Card,Completed
9842,Card,Completed
9843,M-Pesa,Completed
9844,Cash on Delivery,Completed
9845,Cash on Delivery,Completed
9846,Card,Failed
9847,M-Pesa,Completed
9848,Card,Completed
9849,Card,Completed
9850,Card,Completed
9851,Cash on Delivery,Completed
9852,M-Pesa,Failed
9853,M-Pesa,Refunded
9854,Card,Completed
9855,Card,Failed
9856,Card,Completed
9857,Cash on Delivery,Completed
9858,M-Pesa,Completed
9859,Card,Completed
9860,Card,Completed
9861,Cash on Delivery,Completed
9862,M-Pesa,Completed
9863,M-Pesa,Completed
9864,Cash on Delivery,Failed
9865,Card,Completed
9866,Cash on Delivery,Completed
9867,Card,Completed
9868,M-Pesa,Completed
9869,M-Pesa,Completed
9870,Cash on Delivery,Completed
9871,Cash on Delivery,Refunded
9872,Cash on Delivery,Completed
9873,Card,Completed
9874,M-Pesa,Completed
9875,Card,Completed
9876,Card,Completed
9877,Card,Completed
9878,M-Pesa,Failed
9879,M-Pesa,Completed
9880,M-Pesa,Completed
9881,M-Pesa,Completed
9882,Card,Failed
9883,M-Pesa,Completed
9884,Cash on Delivery,Failed
9885,Card,Completed
9886,Cash on Delivery,Completed
9887,Card,Completed
9888,Card,Refunded
9889,Card,Completed
9890,M-Pesa,Completed
9891,Cash on Delivery,Failed
9892,Card,Completed
9893,Card,Failed
9894,Cash on Delivery,Completed
9895,Card,Completed
9896,Cash on Delivery,Failed
9897,Cash on Delivery,Completed
9898,Card,Completed
9899,Cash on Delivery,Completed
9900,M-Pesa,Completed
9901,Cash on Delivery,Completed
9902,Cash on Delivery,Completed
9903,Card,Completed
9904,Card,Completed
9905,M-Pesa,Completed
9906,Cash on Delivery,Completed
9907,Card,Completed
9908,Cash on Delivery,Failed
9909,M-Pesa,Failed
9910,M-Pesa,Completed
9911,M-Pesa,Completed
9912,Cash on Delivery,Completed
9913,M-Pesa,Completed
9914,Cash on Delivery,Completed
9915,M-Pesa,Completed
9916,Card,Completed
9917,M-Pesa,Completed
9918,M-Pesa,Completed
9919,M-Pesa,Completed
9920,M-Pesa,Completed
9921,M-Pesa,Completed
9922,Cash on Delivery,Completed
9923,Card,Completed
9924,Cash on Delivery,Completed
9925,Card,Completed
9926,M-Pesa,Completed
9927,Card,Completed
9928,M-Pesa,Failed
9929,Card,Refunded
9930,M-Pesa,Refunded
9931,Cash on Delivery,Completed
9932,M-Pesa,Completed
9933,Card,Refunded
9934,Card,Refunded
9935,Cash on Delivery,Refunded
9936,M-Pesa,Completed
9937,Card,Failed
9938,Card,Completed
9939,Cash on Delivery,Refunded
9940,M-Pesa,Completed
9941,M-Pesa,Completed
9942,Cash on Delivery,Completed
9943,Cash on Delivery,Completed
9944,Cash on Delivery,Completed
9945,Card,Completed
9946,Card,Completed
9947,Cash on Delivery,Failed
9948,M-Pesa,Completed
9949,Cash on Delivery,Completed
9950,M-Pesa,Completed
9951,M-Pesa,Completed
9952,Cash on Delivery,Completed
9953,M-Pesa,Completed
9954,Cash on Delivery,Completed
9955,M-Pesa,Completed
9956,Card,Completed
9957,M-Pesa,Completed
9958,M-Pesa,Completed
9959,Cash on Delivery,Completed
9960,M-Pesa,Completed
9961,M-Pesa,Completed
9962,Card,Completed
9963,Cash on Delivery,Completed
9964,M-Pesa,Completed
9965,M-Pesa,Completed
9966,Cash on Delivery,Completed
9967,Cash on Delivery,Completed
9968,Cash on Delivery,Completed
9969,Cash on Delivery,Completed
9970,Card,Completed
9971,Cash on Delivery,Completed
9972,Card,Completed
9973,M-Pesa,Completed
9974,Cash on Delivery,Completed
9975,Cash on Delivery,Completed
9976,Cash on Delivery,Completed
9977,Card,Completed
9978,M-Pesa,Completed
9979,M-Pesa,Completed
9980,Card,Failed
9981,Card,Failed
9982,M-Pesa,Completed
9983,M-Pesa,Failed
9984,M-Pesa,Completed
9985,Card,Failed
9986,Cash on Delivery,Failed
9987,Card,Completed
9988,M-Pesa,Refunded
9989,Card,Completed
9990,M-Pesa,Completed
9991,Card,Completed
9992,Cash on Delivery,Completed
9993,M-Pesa,Completed
9994,Card,Completed
9995,Cash on Delivery,Completed
9996,M-Pesa,Completed
9997,Cash on Delivery,Completed
9998,Cash on Delivery,Completed
9999,Card,Completed
10000,Cash on Delivery,Completed
10001,Cash on Delivery,Completed
10002,Card,Completed
10003,Cash on Delivery,Completed
10004,Card,Completed
10005,Card,Completed
10006,Card,Completed
10007,M-Pesa,Completed
10008,Cash on Delivery,Failed
10009,Card,Completed
10010,Cash on Delivery,Failed
10011,M-Pesa,Failed
10012,M-Pesa,Completed
10013,Card,Completed
10014,Card,Completed
10015,Card,Completed
10016,Cash on Delivery,Completed
10017,M-Pesa,Completed
10018,Cash on Delivery,Completed
10019,Cash on Delivery,Completed
10020,Card,Completed
10021,Card,Completed
10022,M-Pesa,Completed
10023,M-Pesa,Completed
10024,M-Pesa,Completed
10025,Cash on Delivery,Completed
10026,Cash on Delivery,Completed
10027,Cash on Delivery,Completed
10028,Cash on Delivery,Completed
10029,Cash on Delivery,Completed
10030,M-Pesa,Completed
10031,Cash on Delivery,Completed
10032,Cash on Delivery,Completed
10033,Card,Completed
10034,M-Pesa,Completed
10035,Card,Completed
10036,M-Pesa,Completed
10037,Card,Completed
10038,M-Pesa,Completed
10039,Card,Completed
10040,Card,Failed
10041,Card,Completed
10042,Cash on Delivery,Completed
10043,Cash on Delivery,Completed
10044,Card,Refunded
10045,M-Pesa,Completed
10046,M-Pesa,Completed
10047,Cash on Delivery,Completed
10048,Card,Completed
10049,M-Pesa,Completed
10050,Card,Completed
10051,M-Pesa,Refunded
10052,Cash on Delivery,Completed
10053,Cash on Delivery,Completed
10054,Cash on Delivery,Failed
10055,M-Pesa,Completed
10056,Card,Completed
10057,Cash on Delivery,Completed
10058,Card,Completed
10059,Cash on Delivery,Completed
10060,Card,Completed
10061,M-Pesa,Failed
10062,Cash on Delivery,Completed
10063,Cash on Delivery,Completed
10064,M-Pesa,Failed
10065,Cash on Delivery,Failed
10066,M-Pesa,Completed
10067,Card,Completed
10068,Cash on Delivery,Completed
10069,M-Pesa,Completed
10070,Card,Completed
10071,Card,Completed
10072,M-Pesa,Completed
10073,M-Pesa,Completed
10074,Cash on Delivery,Completed
10075,Card,Completed
10076,Card,Completed
10077,Cash on Delivery,Completed
10078,M-Pesa,Completed
10079,Card,Completed
10080,M-Pesa,Completed
10081,M-Pesa,Completed
10082,Card,Failed
10083,M-Pesa,Refunded
10084,Cash on Delivery,Completed
10085,M-Pesa,Completed
10086,M-Pesa,Completed
10087,Cash on Delivery,Completed
10088,M-Pesa,Completed
10089,Cash on Delivery,Completed
10090,M-Pesa,Completed
10091,M-Pesa,Completed
10092,Card,Completed
10093,Cash on Delivery,Completed
10094,Card,Completed
10095,M-Pesa,Completed
10096,M-Pesa,Completed
10097,Card,Completed
10098,Card,Completed
10099,Card,Completed
10100,M-Pesa,Completed
10101,Card,Completed
10102,M-Pesa,Completed
10103,Cash on Delivery,Completed
10104,Cash on Delivery,Failed
10105,Cash on Delivery,Completed
10106,M-Pesa,Completed
10107,M-Pesa,Completed
10108,Card,Completed
10109,M-Pesa,Failed
10110,Card,Completed
10111,M-Pesa,Completed
10112,Cash on Delivery,Failed
10113,Cash on Delivery,Refunded
10114,M-Pesa,Completed
10115,M-Pesa,Completed
10116,Cash on Delivery,Completed
10117,Card,Completed
10118,Card,Completed
10119,Card,Completed
10120,Card,Completed
10121,M-Pesa,Refunded
10122,Card,Refunded
10123,Card,Completed
10124,Cash on Delivery,Completed
10125,Cash on Delivery,Completed
10126,Cash on Delivery,Refunded
10127,M-Pesa,Completed
10128,M-Pesa,Completed
10129,Card,Completed
10130,Cash on Delivery,Completed
10131,Card,Completed
10132,Cash on Delivery,Completed
10133,Cash on Delivery,Completed
10134,Cash on Delivery,Completed
10135,Card,Failed
10136,Cash on Delivery,Completed
10137,Card,Completed
10138,Card,Completed
10139,Card,Completed
10140,M-Pesa,Completed
10141,Cash on Delivery,Completed
10142,Card,Refunded
10143,M-Pesa,Completed
10144,Cash on Delivery,Completed
10145,Card,Completed
10146,Cash on Delivery,Completed
10147,M-Pesa,Completed
10148,Cash on Delivery,Failed
10149,Cash on Delivery,Completed
10150,Card,Completed
10151,Card,Completed
10152,M-Pesa,Completed
10153,Card,Completed
10154,Cash on Delivery,Completed
10155,Card,Completed
10156,Cash on Delivery,Completed
10157,M-Pesa,Completed
10158,Cash on Delivery,Completed
10159,M-Pesa,Completed
10160,Card,Completed
10161,Cash on Delivery,Completed
10162,M-Pesa,Failed
10163,Cash on Delivery,Completed
10164,Card,Completed
10165,M-Pesa,Completed
10166,Cash on Delivery,Completed
10167,Card,Completed
10168,Cash on Delivery,Completed
10169,Card,Completed
10170,Cash on Delivery,Completed
10171,Cash on Delivery,Completed
10172,Cash on Delivery,Failed
10173,Card,Completed
10174,Cash on Delivery,Failed
10175,Cash on Delivery,Completed
10176,Cash on Delivery,Completed
10177,Card,Completed
10178,M-Pesa,Completed
10179,Cash on Delivery,Completed
10180,Cash on Delivery,Refunded
10181,Cash on Delivery,Completed
10182,M-Pesa,Completed
10183,Cash on Delivery,Refunded
10184,Cash on Delivery,Completed
10185,Cash on Delivery,Completed
10186,M-Pesa,Completed
10187,Card,Completed
10188,Cash on Delivery,Completed
10189,Cash on Delivery,Completed
10190,Card,Completed
10191,Card,Completed
10192,Card,Completed
10193,Cash on Delivery,Completed
10194,M-Pesa,Completed
10195,Cash on Delivery,Completed
10196,M-Pesa,Completed
10197,Cash on Delivery,Completed
10198,Card,Completed
10199,Cash on Delivery,Completed
10200,Card,Completed
10201,Card,Completed
10202,Card,Completed
10203,M-Pesa,Completed
10204,Card,Completed
10205,M-Pesa,Failed
10206,Card,Completed
10207,Card,Completed
10208,M-Pesa,Refunded
10209,M-Pesa,Completed
10210,M-Pesa,Completed
10211,M-Pesa,Completed
10212,Card,Completed
10213,M-Pesa,Completed
10214,M-Pesa,Completed
10215,Cash on Delivery,Completed
10216,Cash on Delivery,Completed
10217,Card,Completed
10218,Card,Completed
10219,Cash on Delivery,Completed
10220,M-Pesa,Completed
10221,Cash on Delivery,Completed
10222,Card,Completed
10223,M-Pesa,Completed
10224,M-Pesa,Completed
10225,Card,Completed
10226,Card,Completed
10227,M-Pesa,Completed
10228,M-Pesa,Failed
10229,Card,Refunded
10230,Card,Completed
10231,Card,Completed
10232,Card,Completed
10233,M-Pesa,Completed
10234,M-Pesa,Completed
10235,Cash on Delivery,Failed
10236,M-Pesa,Completed
10237,Card,Failed
10238,Card,Failed
10239,M-Pesa,Completed
10240,M-Pesa,Completed
10241,M-Pesa,Completed
10242,Cash on Delivery,Refunded
10243,Cash on Delivery,Completed
10244,Cash on Delivery,Completed
10245,Card,Completed
10246,M-Pesa,Completed
10247,M-Pesa,Failed
10248,M-Pesa,Completed
10249,M-Pesa,Failed
10250,Cash on Delivery,Completed
10251,M-Pesa,Failed
10252,Cash on Delivery,Completed
10253,M-Pesa,Failed
10254,Card,Failed
10255,Card,Completed
10256,Cash on Delivery,Failed
10257,Cash on Delivery,Completed
10258,M-Pesa,Completed
10259,Cash on Delivery,Completed
10260,Cash on Delivery,Completed
10261,Card,Completed
10262,Cash on Delivery,Completed
10263,Card,Completed
10264,Cash on Delivery,Failed
10265,M-Pesa,Completed
10266,Cash on Delivery,Completed
10267,M-Pesa,Completed
10268,M-Pesa,Failed
10269,Cash on Delivery,Completed
10270,Card,Refunded
10271,M-Pesa,Completed
10272,Card,Completed
10273,Card,Completed
10274,M-Pesa,Completed
10275,M-Pesa,Completed
10276,M-Pesa,Completed
10277,M-Pesa,Completed
10278,Card,Failed
10279,M-Pesa,Completed
10280,Card,Completed
10281,Cash on Delivery,Completed
10282,M-Pesa,Completed
10283,Card,Completed
10284,Card,Completed
10285,Cash on Delivery,Completed
10286,Card,Refunded
10287,M-Pesa,Completed
10288,Cash on Delivery,Completed
10289,Card,Completed
10290,Card,Completed
10291,Card,Failed
10292,Cash on Delivery,Completed
10293,M-Pesa,Completed
10294,Cash on Delivery,Completed
10295,Cash on Delivery,Failed
10296,Card,Completed
10297,M-Pesa,Completed
10298,Cash on Delivery,Completed
10299,Cash on Delivery,Completed
10300,Card,Refunded
10301,Card,Completed
10302,Cash on Delivery,Refunded
10303,Cash on Delivery,Completed
10304,Cash on Delivery,Completed
10305,Cash on Delivery,Completed
10306,Card,Completed
10307,Cash on Delivery,Completed
10308,M-Pesa,Completed
10309,Cash on Delivery,Refunded
10310,M-Pesa,Completed
10311,Cash on Delivery,Completed
10312,Cash on Delivery,Completed
10313,Card,Completed
10314,Card,Completed
10315,M-Pesa,Completed
10316,Card,Failed
10317,M-Pesa,Failed
10318,M-Pesa,Completed
10319,Cash on Delivery,Completed
10320,Cash on Delivery,Completed
10321,M-Pesa,Completed
10322,Card,Completed
10323,Cash on Delivery,Completed
10324,M-Pesa,Completed
10325,Cash on Delivery,Completed
10326,Cash on Delivery,Completed
10327,M-Pesa,Refunded
10328,Card,Completed
10329,M-Pesa,Completed
10330,M-Pesa,Completed
10331,Cash on Delivery,Completed
10332,Card,Completed
10333,Card,Completed
10334,M-Pesa,Completed
10335,M-Pesa,Completed
10336,Cash on Delivery,Completed
10337,Cash on Delivery,Completed
10338,M-Pesa,Failed
10339,Cash on Delivery,Completed
10340,Card,Failed
10341,Cash on Delivery,Completed
10342,M-Pesa,Failed
10343,Card,Completed
10344,Card,Completed
10345,M-Pesa,Completed
10346,Cash on Delivery,Completed
10347,M-Pesa,Failed
10348,M-Pesa,Completed
10349,M-Pesa,Completed
10350,M-Pesa,Completed
10351,Card,Completed
10352,M-Pesa,Completed
10353,Card,Completed
10354,Cash on Delivery,Completed
10355,M-Pesa,Completed
10356,M-Pesa,Completed
10357,Cash on Delivery,Completed
10358,Cash on Delivery,Completed
10359,Card,Completed
10360,Cash on Delivery,Completed
10361,Card,Failed
10362,Card,Completed
10363,Cash on Delivery,Completed
10364,Cash on Delivery,Failed
10365,Card,Completed
10366,Card,Completed
10367,Cash on Delivery,Refunded
10368,M-Pesa,Completed
10369,Card,Completed
10370,Cash on Delivery,Completed
10371,Cash on Delivery,Completed
10372,M-Pesa,Completed
10373,Cash on Delivery,Completed
10374,Card,Completed
10375,Card,Failed
10376,Card,Refunded
10377,Card,Completed
10378,Card,Completed
10379,M-Pesa,Completed
10380,Cash on Delivery,Completed
