order_id,customer_id,product_id,quantity,order_date
5197,3136,43,3,28/07/2023
5198,2821,181,2,22/03/2023
5199,2372,155,2,13/05/2024
5200,239,120,4,19/04/2023
5201,1421,197,1,21/06/2023
5202,341,69,3,02/12/2023
5203,3351,48,1,01/01/2023
5204,2994,111,3,13/05/2023
5205,4988,73,4,08/05/2024
5206,1487,111,3,15/11/2024
5207,4558,25,2,29/11/2024
5208,4076,136,3,28/01/2023
5209,4894,78,2,03/08/2023
5210,733,160,4,25/03/2024
5211,3479,61,2,25/09/2023
5212,162,87,4,15/06/2023
5213,2496,1,1,06/04/2023
5214,132,111,4,15/03/2023
5215,1858,159,2,19/01/2024
5216,1243,199,1,15/07/2024
5217,3489,143,2,27/07/2023
5218,672,70,4,12/09/2024
5219,505,144,1,04/12/2023
5220,2157,108,4,22/05/2023
5221,1262,81,3,25/05/2023
5222,293,93,3,08/08/2023
5223,3651,106,2,04/03/2024
5224,4924,72,3,26/03/2023
5225,4283,57,3,08/04/2023
5226,1060,11,3,20/09/2023
5227,2304,146,2,13/05/2023
5228,2796,173,4,12/08/2024
5229,1202,148,3,05/10/2024
5230,3314,91,3,14/09/2024
5231,2089,87,4,28/04/2023
5232,3429,142,3,11/10/2024
5233,2161,109,1,02/11/2023
5234,4950,27,4,20/01/2024
5235,719,97,4,10/05/2024
5236,1847,9,4,26/02/2024
5237,878,13,3,07/08/2024
5238,3268,173,3,29/05/2023
5239,4498,8,1,21/05/2023
5240,64,114,2,27/03/2023
5241,2700,56,2,10/09/2024
5242,2934,97,4,25/10/2024
5243,373,7,1,19/10/2023
5244,4028,77,1,01/04/2023
5245,306,128,2,22/08/2023
5246,2515,143,3,06/06/2024
5247,932,184,4,06/06/2023
5248,1991,104,2,23/09/2023
5249,3657,84,2,26/02/2024
5250,1416,184,4,15/08/2024
5251,362,37,2,13/06/2023
5252,2769,64,4,29/06/2024
5253,716,17,1,18/05/2024
5254,1646,93,3,06/08/2023
5255,543,21,3,09/07/2024
5256,1548,78,4,28/02/2023
5257,2242,105,3,12/07/2024
5258,652,111,3,08/02/2024
5259,1051,86,2,24/09/2023
5260,4743,52,3,20/04/2023
5261,1853,161,3,14/07/2023
5262,3002,77,3,23/10/2023
5263,3085,95,3,04/11/2024
5264,2097,12,1,03/01/2024
5265,803,96,4,01/12/2023
5266,2655,46,1,30/04/2024
5267,1681,70,4,05/05/2023
5268,1608,126,3,07/06/2023
5269,3523,71,3,04/01/2024
5270,2058,185,3,23/11/2024
5271,2722,20,1,08/02/2023
5272,4822,68,2,27/02/2024
5273,2564,85,3,07/08/2024
5274,3613,44,1,12/03/2024
5275,203,30,4,25/11/2023
5276,942,153,2,08/11/2023
5277,589,31,1,07/10/2023
5278,571,127,3,13/07/2024
5279,3005,130,2,18/07/2024
5280,196,182,3,25/02/2024
5281,1346,14,1,30/08/2023
5282,418,102,1,13/02/2023
5283,1643,151,1,24/05/2024
5284,1366,69,2,15/04/2024
5285,9,180,4,19/04/2024
5286,532,123,2,06/06/2024
5287,4245,178,4,23/02/2023
5288,1553,199,4,27/08/2024
5289,1036,33,1,24/02/2023
5290,4572,9,4,27/11/2023
5291,1618,95,2,20/06/2023
5292,3717,8,1,22/07/2023
5293,1077,7,1,24/04/2024
5294,4302,149,1,14/04/2023
5295,4016,92,2,13/07/2024
5296,2963,53,2,07/03/2024
5297,4841,15,4,23/08/2024
5298,913,200,3,05/01/2024
5299,4150,52,2,01/03/2023
5300,4071,197,3,05/12/2023
5301,3562,200,3,30/12/2023
5302,344,37,4,05/08/2023
5303,1193,132,1,23/11/2023
5304,1933,91,2,24/05/2023
5305,703,79,4,15/02/2024
5306,1899,61,4,28/06/2024
5307,3594,150,2,16/04/2023
5308,199,177,4,26/07/2023
5309,3233,36,3,19/10/2024
5310,2823,94,1,18/09/2023
5311,4485,97,4,10/03/2024
5312,474,191,4,23/11/2023
5313,4861,166,4,20/11/2024
5314,1655,40,4,22/05/2023
5315,592,64,1,20/08/2024
5316,1849,196,1,15/10/2023
5317,3042,184,1,10/11/2024
5318,168,14,3,23/02/2024
5319,4380,130,2,25/09/2023
5320,3271,126,2,05/02/2023
5321,4008,191,4,18/04/2023
5322,4011,19,1,16/07/2024
5323,4987,78,4,08/04/2024
5324,3849,71,4,21/06/2024
5325,2182,125,2,21/04/2024
5326,1655,9,3,06/05/2024
5327,4218,33,4,18/12/2023
5328,833,127,4,10/08/2024
5329,1022,116,3,26/10/2023
5330,1994,61,2,30/11/2024
5331,3493,106,4,05/01/2024
5332,895,44,4,04/11/2024
5333,1516,65,3,20/03/2023
5334,3671,85,1,19/02/2024
5335,289,57,3,27/04/2024
5336,1077,24,3,11/02/2024
5337,1372,102,2,23/06/2024
5338,1075,172,4,07/07/2024
5339,4935,105,3,03/12/2024
5340,2960,196,3,19/03/2024
5341,40,6,4,06/11/2023
5342,4275,195,4,04/06/2023
5343,3623,34,3,19/09/2024
5344,183,153,1,24/08/2023
5345,1760,117,1,15/07/2023
5346,1770,27,4,13/11/2024
5347,4801,18,2,03/10/2024
5348,497,5,4,06/04/2024
5349,597,118,1,21/07/2023
5350,2509,96,3,08/02/2024
5351,3827,44,2,01/07/2023
5352,4570,98,4,15/04/2024
5353,685,93,3,15/06/2024
5354,319,5,1,26/12/2023
5355,3627,61,3,06/07/2023
5356,1436,92,2,14/07/2023
5357,2404,134,4,03/10/2024
5358,2665,75,1,08/05/2024
5359,4325,39,1,16/10/2023
5360,729,136,2,26/06/2023
5361,1288,84,4,31/12/2023
5362,4002,124,2,29/05/2023
5363,561,171,4,08/10/2023
5364,1376,86,2,24/05/2023
5365,1466,169,3,30/10/2024
5366,2507,112,4,17/01/2024
5367,3887,69,1,05/05/2023
5368,25,106,3,08/04/2024
5369,1155,30,3,17/11/2023
5370,4466,187,3,15/01/2023
5371,1460,151,1,02/03/2023
5372,4707,185,4,29/06/2024
5373,1221,153,2,21/09/2024
5374,2157,176,1,30/12/2024
5375,3292,198,3,21/01/2023
5376,720,42,2,24/05/2023
5377,1106,29,1,26/05/2023
5378,3770,85,2,06/06/2024
5379,2480,71,3,26/09/2023
5380,1921,173,2,25/09/2023
5381,3080,41,3,12/08/2023
5382,4732,63,2,26/06/2024
5383,3170,119,3,15/01/2023
5384,3173,175,2,25/06/2023
5385,3331,100,1,14/01/2024
5386,4452,129,3,03/11/2023
5387,2059,95,4,16/10/2024
5388,3322,148,2,01/06/2024
5389,1871,147,4,17/01/2023
5390,3622,65,4,11/10/2023
5391,1146,93,4,17/08/2024
5392,3992,36,1,28/12/2024
5393,3374,151,2,29/07/2023
5394,125,157,4,10/08/2023
5395,312,44,1,09/05/2024
5396,775,127,2,28/05/2024
5397,2921,7,4,17/10/2024
5398,1832,159,1,31/03/2024
5399,694,38,1,30/09/2023
5400,1377,105,2,04/04/2024
5401,990,194,2,30/08/2023
5402,2847,22,1,07/04/2024
5403,1753,54,3,14/01/2024
5404,2960,182,1,19/05/2024
5405,2454,6,2,29/09/2024
5406,3044,190,1,08/09/2023
5407,1717,108,1,18/10/2024
5408,1627,29,3,28/04/2023
5409,3089,43,3,24/04/2023
5410,3332,195,2,18/08/2024
5411,4029,109,3,11/04/2023
5412,890,62,4,02/04/2024
5413,1379,13,1,05/08/2024
5414,4585,115,2,21/05/2023
5415,4276,192,2,10/12/2023
5416,1708,47,2,15/01/2024
5417,2365,188,3,07/03/2023
5418,232,15,1,22/10/2024
5419,1813,5,3,18/05/2024
5420,1613,69,1,16/05/2023
5421,4427,2,2,25/10/2024
5422,4657,114,2,15/06/2023
5423,2997,38,1,12/04/2023
5424,248,94,2,13/01/2024
5425,4379,182,4,20/07/2023
5426,2080,39,1,02/09/2023
5427,3742,20,3,08/04/2024
5428,4626,148,1,30/12/2023
5429,4477,29,4,17/10/2024
5430,63,163,4,28/12/2023
5431,4224,160,4,15/07/2023
5432,1552,17,3,21/06/2023
5433,3006,116,2,17/11/2024
5434,3323,51,4,16/03/2024
5435,295,136,2,29/12/2024
5436,4275,149,1,24/11/2023
5437,4325,151,1,05/04/2023
5438,883,115,1,11/07/2023
5439,394,179,2,02/04/2023
5440,2740,91,1,04/01/2023
5441,3468,6,1,09/07/2023
5442,4168,180,3,02/12/2024
5443,4414,136,2,19/06/2023
5444,3971,99,1,20/11/2023
5445,4691,69,4,26/08/2023
5446,4475,33,3,16/08/2023
5447,4232,190,1,11/11/2024
5448,2778,193,2,06/06/2023
5449,3693,191,1,27/02/2023
5450,1402,160,1,19/12/2023
5451,906,55,2,03/01/2024
5452,530,33,3,07/12/2024
5453,4619,166,2,20/08/2023
5454,3722,2,3,17/08/2024
5455,387,138,4,10/09/2024
5456,2622,66,4,11/09/2023
5457,573,15,2,18/03/2023
5458,644,116,4,17/02/2023
5459,4072,61,1,15/10/2024
5460,1293,159,4,11/06/2023
5461,3596,166,2,13/11/2023
5462,4643,157,2,09/12/2024
5463,2486,121,2,07/04/2024
5464,555,171,2,16/03/2024
5465,2159,122,3,15/11/2024
5466,3394,23,3,30/05/2024
5467,2575,25,2,18/11/2024
5468,2225,156,4,22/08/2023
5469,3610,99,3,16/04/2023
5470,4720,94,2,19/07/2023
5471,1989,200,1,17/05/2023
5472,944,112,2,09/01/2024
5473,4569,83,4,03/11/2023
5474,994,129,2,07/05/2023
5475,3460,109,2,01/05/2023
5476,1122,108,1,25/02/2024
5477,3447,20,1,26/01/2023
5478,4266,29,1,16/03/2024
5479,56,136,3,08/10/2024
5480,1757,62,4,30/06/2024
5481,658,142,1,09/02/2024
5482,260,166,1,11/08/2024
5483,4737,131,1,18/10/2023
5484,2610,3,1,02/02/2023
5485,3910,55,4,26/05/2023
5486,404,149,3,20/12/2024
5487,795,163,4,29/12/2023
5488,1562,44,3,20/03/2023
5489,1184,172,4,26/02/2023
5490,2642,113,3,05/06/2023
5491,2665,171,4,03/12/2023
5492,4810,169,4,11/10/2023
5493,3608,155,1,20/02/2023
5494,1958,92,4,16/01/2023
5495,2094,156,4,23/12/2024
5496,1753,5,4,09/04/2024
5497,5000,171,3,24/08/2023
5498,3563,191,4,04/05/2024
5499,1695,39,2,02/12/2024
5500,856,10,3,04/03/2024
5501,1296,63,4,27/07/2024
5502,4756,9,3,14/06/2024
5503,3622,84,3,06/03/2023
5504,4207,111,1,26/02/2023
5505,1039,29,4,03/03/2024
5506,4597,156,1,15/09/2024
5507,4514,139,3,27/09/2023
5508,4371,99,1,21/11/2023
5509,3448,15,2,16/12/2024
5510,3433,152,2,31/05/2023
5511,3749,35,3,16/11/2023
5512,2242,61,4,06/11/2024
5513,3531,20,2,24/10/2024
5514,4895,58,4,06/07/2024
5515,1964,191,3,21/02/2023
5516,3016,100,2,05/07/2023
5517,3568,188,4,01/08/2023
5518,3871,167,3,25/02/2024
5519,4865,148,1,08/11/2024
5520,1485,86,1,29/03/2023
5521,4235,88,1,17/06/2024
5522,4957,186,3,21/04/2023
5523,2340,192,3,23/02/2024
5524,335,142,2,17/09/2024
5525,1859,164,1,17/06/2023
5526,1208,141,1,25/11/2024
5527,925,1,3,26/08/2024
5528,2946,114,3,25/01/2024
5529,4440,91,2,26/02/2024
5530,4753,13,3,15/11/2023
5531,3586,163,2,28/07/2023
5532,4357,136,2,16/08/2023
5533,4028,18,1,07/08/2023
5534,4265,162,1,23/12/2023
5535,4756,52,3,23/03/2023
5536,4296,70,4,09/10/2024
5537,4678,58,2,27/09/2024
5538,4662,27,2,30/05/2023
5539,3843,146,2,26/04/2024
5540,2399,57,2,22/06/2023
5541,28,124,4,23/01/2023
5542,3951,114,1,07/05/2024
5543,1899,9,3,25/07/2023
5544,4728,192,2,19/04/2023
5545,2428,79,4,14/08/2024
5546,1626,151,3,28/06/2024
5547,2576,59,3,13/05/2024
5548,2037,195,1,11/07/2023
5549,1311,22,3,10/06/2024
5550,3356,178,1,22/03/2024
5551,3721,151,2,24/08/2023
5552,4903,84,4,21/03/2024
5553,2275,180,4,24/06/2024
5554,2075,7,3,24/08/2024
5555,89,117,2,23/01/2023
5556,3805,145,2,06/11/2023
5557,122,131,1,30/08/2024
5558,4962,135,4,13/09/2024
5559,33,169,1,17/04/2023
5560,4699,151,2,27/11/2024
5561,696,37,2,13/05/2023
5562,3842,68,4,16/07/2024
5563,525,198,3,20/12/2024
5564,247,106,4,07/11/2024
5565,3927,192,2,16/04/2024
5566,3102,18,3,04/11/2023
5567,2097,163,2,22/05/2023
5568,1963,23,3,24/11/2023
5569,2960,95,1,15/07/2023
5570,2228,135,1,18/02/2023
5571,1394,189,3,05/05/2023
5572,1908,76,3,05/07/2024
5573,2024,177,3,09/02/2024
5574,4834,185,2,21/09/2023
5575,2479,196,4,18/03/2023
5576,4460,140,4,16/01/2024
5577,982,15,2,13/02/2023
5578,3224,130,1,10/12/2023
5579,227,122,3,03/09/2024
5580,1267,175,4,20/10/2024
5581,2058,56,1,21/02/2024
5582,2252,97,3,06/09/2024
5583,2942,14,3,31/01/2024
5584,157,155,1,06/03/2024
5585,2074,132,4,01/05/2024
5586,4064,166,3,11/01/2024
5587,761,104,3,26/05/2023
5588,774,130,4,31/10/2023
5589,1553,4,4,13/06/2024
5590,958,152,3,02/06/2023
5591,254,137,1,30/03/2023
5592,1570,147,3,27/01/2023
5593,3219,190,1,17/07/2023
5594,4214,200,4,07/12/2023
5595,3237,169,2,15/02/2023
5596,4646,128,1,23/04/2023
5597,4966,92,3,09/06/2023
5598,808,77,1,07/06/2023
5599,4917,200,4,24/12/2024
5600,1782,78,4,18/07/2024
5601,1222,178,1,07/05/2023
5602,3664,114,1,01/08/2024
5603,3201,74,2,15/10/2023
5604,880,125,4,15/01/2023
5605,1,193,3,28/03/2023
5606,167,76,2,02/05/2024
5607,2064,84,2,05/08/2023
5608,2705,76,2,26/05/2023
5609,112,140,4,20/03/2023
5610,3440,167,2,10/12/2023
5611,1126,157,3,10/07/2024
5612,2642,186,4,12/02/2024
5613,1430,67,4,18/06/2023
5614,2044,71,1,01/09/2024
5615,4603,77,2,16/10/2023
5616,1635,75,4,21/06/2024
5617,671,153,3,25/09/2023
5618,3112,116,2,20/07/2024
5619,1691,84,1,07/08/2023
5620,3958,49,2,29/07/2023
5621,965,63,3,23/11/2023
5622,281,27,1,21/05/2024
5623,4447,198,1,01/04/2024
5624,1967,198,4,13/03/2023
5625,2809,105,1,10/03/2023
5626,1965,58,4,24/04/2024
5627,4824,122,4,04/02/2024
5628,3391,122,3,21/03/2023
5629,823,9,2,01/06/2023
5630,1438,129,2,02/12/2023
5631,2062,76,3,21/11/2023
5632,3866,193,3,18/02/2023
5633,4295,92,1,20/11/2024
5634,4774,152,2,16/08/2024
5635,4037,19,2,09/05/2023
5636,1465,122,2,18/02/2024
5637,78,142,2,18/08/2023
5638,2160,142,3,22/01/2023
5639,4631,80,3,18/11/2023
5640,3188,88,1,02/08/2024
5641,1166,160,1,07/10/2024
5642,790,6,3,06/08/2023
5643,1564,113,4,13/01/2023
5644,1323,94,2,21/12/2023
5645,1503,23,4,03/11/2023
5646,1492,19,1,02/05/2024
5647,1660,130,4,30/06/2023
5648,1316,169,4,04/05/2023
5649,3063,181,3,22/10/2023
5650,125,155,2,28/01/2023
5651,3063,108,3,02/08/2023
5652,519,136,3,29/11/2023
5653,2071,105,1,16/11/2023
5654,4258,43,4,31/12/2023
5655,2677,33,3,18/07/2023
5656,2554,171,3,28/01/2023
5657,4978,119,1,20/03/2023
5658,3936,158,3,26/05/2024
5659,1045,34,1,16/12/2024
5660,1788,78,4,12/09/2024
5661,3536,100,3,03/07/2024
5662,4579,20,4,01/06/2023
5663,1967,62,3,15/07/2023
5664,2357,2,4,10/05/2024
5665,4970,88,2,06/11/2023
5666,2251,118,1,09/06/2023
5667,3488,68,2,23/03/2024
5668,142,79,2,03/10/2024
5669,1004,83,4,17/08/2023
5670,2155,147,2,09/06/2023
5671,2015,112,4,08/12/2023
5672,4625,35,4,20/10/2023
5673,3609,148,2,03/01/2024
5674,969,103,4,02/01/2024
5675,3926,41,1,11/12/2024
5676,3959,122,3,15/03/2024
5677,2736,157,2,17/10/2023
5678,805,143,1,31/03/2024
5679,1335,32,4,15/12/2023
5680,3985,141,3,30/04/2024
5681,668,135,3,20/03/2024
5682,385,122,2,26/03/2023
5683,3125,54,1,06/05/2023
5684,1609,16,2,06/07/2023
5685,3255,10,4,15/03/2023
5686,3441,184,3,28/04/2023
5687,2749,194,3,19/07/2023
5688,13,166,1,16/02/2023
5689,3008,53,4,23/02/2023
5690,2208,82,3,10/01/2024
5691,4168,34,4,30/05/2023
5692,2146,85,3,13/08/2024
5693,1866,85,4,09/11/2024
5694,101,129,4,20/03/2023
5695,4080,59,4,03/05/2024
5696,4377,99,4,19/02/2024
5697,4979,25,1,20/12/2024
5698,1313,160,4,09/10/2023
5699,2797,31,2,18/07/2023
5700,4705,74,1,25/09/2023
5701,450,125,1,07/01/2023
5702,3440,3,2,27/07/2024
5703,3502,86,3,28/12/2023
5704,3168,102,4,26/05/2024
5705,121,194,1,08/06/2024
5706,3438,121,2,22/03/2024
5707,3857,169,1,16/10/2024
5708,1076,104,1,29/05/2024
5709,4414,62,4,21/01/2023
5710,2723,181,2,31/08/2023
5711,702,88,2,05/12/2023
5712,3349,121,3,17/03/2023
5713,3669,33,2,27/10/2024
5714,3266,91,2,04/07/2023
5715,21,141,4,31/07/2023
5716,2447,39,4,06/06/2023
5717,2250,29,2,14/12/2023
5718,2514,105,3,11/06/2023
5719,3223,25,3,27/02/2023
5720,4992,19,3,22/10/2023
5721,1183,193,3,11/05/2023
5722,2358,99,3,04/09/2023
5723,2552,16,1,18/10/2023
5724,2074,72,3,13/03/2023
5725,66,199,4,10/12/2023
5726,4359,85,2,25/06/2024
5727,472,188,4,21/03/2023
5728,2215,185,2,02/03/2024
5729,3226,173,2,08/05/2024
5730,343,180,4,10/03/2024
5731,718,6,4,20/10/2023
5732,2461,188,4,13/08/2024
5733,3737,37,3,09/01/2023
5734,3256,54,2,15/06/2023
5735,3266,4,3,06/06/2023
5736,4090,175,2,02/02/2024
5737,2531,85,1,23/06/2023
5738,3633,165,3,23/06/2023
5739,1056,170,2,02/04/2023
5740,15,176,2,12/08/2024
5741,3390,189,2,08/01/2024
5742,3315,190,2,09/03/2023
5743,17,183,1,16/06/2023
5744,2582,165,4,21/05/2024
5745,1780,15,1,29/06/2023
5746,1950,59,4,04/11/2024
5747,81,191,3,17/01/2023
5748,3080,194,1,26/04/2023
5749,1019,42,4,17/12/2024
5750,780,116,3,02/12/2024
5751,1825,159,3,30/11/2023
5752,3865,6,1,24/12/2024
5753,2470,19,4,06/10/2023
5754,2514,166,4,09/03/2023
5755,2131,122,3,14/01/2024
5756,325,161,3,14/11/2023
5757,3491,104,4,25/05/2024
5758,677,90,4,04/06/2023
5759,2012,181,1,05/02/2024
5760,4889,158,4,18/07/2024
5761,3617,126,1,27/07/2024
5762,3134,75,4,18/12/2024
5763,2705,110,4,10/03/2023
5764,1195,193,4,06/02/2023
5765,3076,142,2,29/04/2024
5766,905,122,2,07/03/2024
5767,4598,10,2,01/08/2023
5768,4895,17,1,02/03/2024
5769,2905,15,3,02/02/2023
5770,3301,3,1,19/03/2024
5771,1124,150,3,20/01/2023
5772,4317,56,3,08/04/2024
5773,3058,187,4,21/05/2024
5774,2271,26,3,10/12/2024
5775,2725,103,1,16/04/2024
5776,2259,178,4,30/04/2023
5777,3863,87,2,27/09/2024
5778,931,61,3,10/02/2024
5779,3647,55,4,11/07/2023
5780,4982,192,2,31/10/2023
5781,4358,3,4,09/12/2023
5782,1272,158,2,16/12/2023
5783,3813,186,4,06/09/2024
5784,798,141,2,08/02/2024
5785,3135,200,2,21/02/2024
5786,3464,152,2,14/08/2024
5787,2588,69,3,31/12/2024
5788,417,135,3,07/07/2024
5789,4134,51,3,22/05/2024
5790,2356,54,1,21/07/2023
5791,4942,179,4,10/08/2024
5792,898,155,4,26/12/2023
5793,53,12,1,17/11/2023
5794,606,169,1,14/01/2023
5795,3678,119,2,15/12/2024
5796,4548,113,4,01/04/2023
5797,461,120,4,23/09/2023
5798,775,89,3,05/12/2024
5799,4031,106,2,13/08/2024
5800,3328,114,1,09/09/2024
5801,3323,161,4,14/03/2023
5802,2695,31,4,12/09/2024
5803,3519,11,2,12/12/2024
5804,485,164,2,11/10/2024
5805,4188,121,2,02/02/2024
5806,1188,134,1,25/02/2024
5807,3728,123,2,11/03/2023
5808,3997,45,3,13/10/2024
5809,2993,188,2,10/10/2024
5810,1710,90,2,26/09/2023
5811,1990,72,1,04/03/2023
5812,4274,103,2,23/09/2024
5813,4346,37,3,17/10/2023
5814,4861,101,3,28/10/2024
5815,3639,112,1,18/06/2024
5816,2715,30,4,22/05/2024
5817,4187,38,4,11/02/2024
5818,339,144,1,24/04/2023
5819,1662,166,2,03/11/2024
5820,4265,181,2,09/02/2023
5821,3695,136,2,02/10/2024
5822,4876,9,4,07/04/2024
5823,170,21,2,22/09/2024
5824,4234,169,2,31/05/2023
5825,3100,69,2,28/12/2023
5826,4615,19,2,01/09/2024
5827,3013,112,3,10/07/2024
5828,2611,80,3,12/02/2024
5829,2474,18,1,03/10/2024
5830,3762,80,1,06/06/2024
5831,2689,125,1,16/10/2023
5832,4805,133,2,18/04/2023
5833,1291,195,3,27/09/2023
5834,2036,199,2,28/04/2023
5835,107,116,4,22/05/2023
5836,2608,32,2,13/10/2024
5837,2186,88,4,23/12/2024
5838,1689,176,3,06/05/2024
5839,6,161,4,22/02/2024
5840,523,197,2,24/04/2023
5841,3344,72,1,19/12/2023
5842,3896,130,4,13/04/2023
5843,66,54,4,06/09/2023
5844,3411,103,4,03/01/2023
5845,2982,42,4,19/09/2024
5846,4594,163,2,18/01/2023
5847,2816,102,3,07/10/2023
5848,2018,119,1,10/10/2024
5849,1743,189,4,04/10/2023
5850,3510,115,2,16/11/2024
5851,4082,60,2,04/02/2023
5852,3535,124,2,05/06/2023
5853,2783,49,1,12/08/2023
5854,363,23,4,02/01/2024
5855,3282,68,1,01/03/2023
5856,1635,35,1,29/08/2023
5857,525,142,4,10/07/2023
5858,4927,22,2,19/12/2023
5859,1723,158,3,12/04/2024
5860,420,3,3,05/03/2023
5861,4229,75,3,05/01/2024
5862,3865,10,3,10/07/2024
5863,1068,67,2,23/12/2024
5864,1401,169,1,17/03/2023
5865,1420,176,4,21/12/2024
5866,3134,50,2,30/09/2023
5867,3637,127,1,17/04/2024
5868,4003,197,2,15/07/2023
5869,630,186,2,12/07/2024
5870,4417,15,4,21/04/2024
5871,1835,122,4,14/02/2023
5872,4132,48,4,03/10/2023
5873,2354,114,1,12/10/2024
5874,3056,6,1,11/07/2023
5875,2941,4,4,05/05/2024
5876,12,23,2,01/09/2023
5877,2131,173,1,15/06/2024
5878,3104,65,1,26/06/2024
5879,1432,56,4,06/09/2024
5880,3158,191,2,12/05/2024
5881,1435,15,4,24/06/2023
5882,957,132,3,03/04/2024
5883,3859,91,2,18/07/2023
5884,4809,104,2,09/07/2024
5885,3635,160,4,29/04/2024
5886,3904,9,2,26/03/2023
5887,241,185,4,21/09/2023
5888,1956,195,2,24/02/2023
5889,2013,39,3,21/12/2023
5890,4992,40,1,28/05/2024
5891,4066,16,3,08/07/2024
5892,2804,81,1,14/08/2024
5893,3904,91,3,15/04/2023
5894,1025,138,2,18/04/2023
5895,601,181,4,04/06/2023
5896,2330,65,3,09/04/2023
5897,2699,115,4,14/11/2024
5898,4695,50,3,31/12/2023
5899,3027,29,2,26/01/2024
5900,1143,146,3,28/12/2023
5901,1012,180,1,11/10/2023
5902,1104,160,2,15/12/2024
5903,1647,107,1,13/10/2023
5904,1701,161,4,21/05/2023
5905,219,123,1,19/02/2023
5906,3589,107,2,08/05/2023
5907,727,11,1,24/06/2024
5908,4614,101,1,01/01/2024
5909,812,157,4,07/05/2023
5910,4910,148,2,02/02/2024
5911,4710,150,4,23/03/2024
5912,4522,200,4,11/05/2024
5913,1584,143,2,05/03/2023
5914,4038,35,3,14/08/2023
5915,883,80,2,01/12/2023
5916,432,116,3,22/12/2023
5917,4035,108,2,12/03/2024
5918,948,162,1,30/10/2023
5919,3908,148,4,22/01/2024
5920,1668,56,1,30/08/2023
5921,2983,51,2,06/03/2023
5922,2540,95,3,15/04/2024
5923,2114,85,2,23/07/2023
5924,391,50,3,16/01/2023
5925,83,158,4,14/12/2024
5926,1003,121,2,28/02/2023
5927,481,153,3,11/07/2023
5928,777,94,2,09/07/2024
5929,4090,199,1,09/09/2024
5930,1755,4,3,10/06/2023
5931,1249,63,3,12/12/2023
5932,1137,22,1,18/05/2023
5933,2700,57,4,22/11/2024
5934,3257,182,2,05/09/2024
5935,1536,4,4,10/01/2023
5936,3245,193,2,27/07/2023
5937,523,48,2,30/12/2024
5938,1695,151,2,22/02/2023
5939,2253,151,3,22/01/2023
5940,4838,6,2,24/11/2023
5941,3610,115,2,19/11/2023
5942,278,197,1,12/09/2023
5943,148,192,1,13/01/2023
5944,4874,71,3,28/11/2024
5945,4515,133,4,14/02/2023
5946,2586,161,3,13/11/2024
5947,3655,154,4,22/10/2023
5948,3621,187,1,09/10/2024
5949,2440,85,4,17/06/2023
5950,940,162,2,08/05/2024
5951,3710,154,3,16/12/2023
5952,4338,194,1,13/07/2023
5953,1224,20,1,10/11/2023
5954,3364,14,1,02/09/2024
5955,3024,117,4,20/05/2024
5956,1818,71,3,01/05/2024
5957,3373,95,3,06/03/2023
5958,684,136,2,04/09/2024
5959,1233,58,4,02/04/2024
5960,3386,1,3,07/08/2023
5961,617,159,4,18/12/2024
5962,2074,136,1,02/04/2024
5963,2911,83,2,04/11/2024
5964,2018,188,2,07/06/2024
5965,4224,190,3,18/06/2024
5966,4509,138,3,08/12/2024
5967,2185,18,3,19/03/2023
5968,1358,194,3,30/06/2023
5969,4667,93,4,13/12/2023
5970,3064,66,4,10/04/2024
5971,2469,180,2,19/03/2023
5972,3921,67,1,01/07/2024
5973,4237,127,2,05/12/2024
5974,1940,88,1,22/05/2023
5975,3857,9,1,29/08/2023
5976,51,107,3,22/04/2023
5977,2977,48,1,25/09/2024
5978,1361,126,4,27/10/2024
5979,3737,60,2,28/07/2024
5980,3803,78,3,12/09/2024
5981,3803,126,4,22/11/2023
5982,366,118,2,02/07/2024
5983,2956,180,2,15/10/2023
5984,3046,43,3,02/06/2024
5985,2004,126,4,03/03/2024
5986,2902,50,1,06/03/2024
5987,258,107,4,15/08/2024
5988,3460,88,2,06/10/2024
5989,45,14,1,03/12/2024
5990,269,18,4,13/10/2024
5991,1335,77,1,24/08/2024
5992,672,34,2,06/08/2024
5993,3639,83,1,09/01/2023
5994,235,41,3,27/10/2023
5995,3208,119,4,05/03/2024
5996,2401,75,2,03/06/2024
5997,1418,127,2,25/02/2023
5998,4371,177,4,19/09/2024
5999,3255,69,4,13/12/2024
6000,440,137,1,12/07/2024
6001,4968,48,2,21/01/2023
6002,651,12,1,02/02/2023
6003,34,193,4,31/10/2023
6004,2753,113,1,15/03/2023
6005,4963,14,4,18/12/2024
6006,3033,64,2,21/01/2024
6007,4928,26,2,19/08/2023
6008,1111,135,4,29/09/2023
6009,3282,55,2,20/01/2023
6010,462,59,2,19/11/2023
6011,322,79,4,10/07/2024
6012,4511,184,1,18/10/2023
6013,1875,68,4,13/08/2023
6014,3040,158,4,23/09/2024
6015,2238,151,1,12/10/2023
6016,4022,145,4,21/05/2024
6017,1257,130,4,10/07/2024
6018,2440,72,4,09/09/2023
6019,4010,198,1,23/05/2023
6020,3241,167,4,16/09/2023
6021,4264,48,3,27/08/2024
6022,3303,5,1,19/04/2023
6023,2712,21,1,08/04/2023
6024,1410,178,3,29/06/2024
6025,2429,148,4,25/03/2023
6026,1833,107,4,18/07/2023
6027,2025,71,4,09/08/2024
6028,3347,94,2,07/02/2024
